講義名,平均評価ポイント,自由記述
1221103　物理化学 II 演習,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 周りの人と協力して解くといいと思います
1221103　物理化学 II 演習,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / テストは演習でやる内容と似たような問題が出されるので全て解けるようにしておく
1221103　物理化学 II 演習,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 毎回の演習を頑張る
1221103　物理化学 II 演習,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / テストがなく、演習プリントの点数で成績が決まるのでちゃんと出席したほうがいいです。
1221103　物理化学 II 演習,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 発展問題もしっかり解くことは大事
1221103　物理化学 II 演習,平均評価ポイント　　3.56,"2024/07/03（水）　～　2024/07/19（金） / 建設的な意見を多数頂き、有難うございます。授業の最初に述べたように、「演習」＝学びあいです。多くの人は、学びあいを実施してくれましたが、一部の人は一人で取り組み、結果としてできないまま提出する人がいました。また、演習の時間中、皆さんの出来を見ながら、黒板にヒントを書いていますが、一部の人はこれも見てないようです。演習はテストではないので、友達と学びあいし、ヒントを見て、最終的には全員できるようにしていただきたいと思います。
有効数字を決めてほしいという意見が出てますが、有効数字は問題文に出ている数値＝測定値（必ず誤差がある）を見て、自分で判断するものです。有効数字を考えることも、演習の目的の一つです。"
1222102　物理化学 II 演習,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 演習が連結しているので公式をすぐにマスターすることができた。
1222102　物理化学 II 演習,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 友人と教え合いながら課題に取り組めた。
1222102　物理化学 II 演習,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 一つ前の授業である程度解説されていたり、授業中も問題のヒントがあったので解きやすかったです。
1222102　物理化学 II 演習,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 特に無いです
1222102　物理化学 II 演習,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 講義後すぐに復習することで効果的に内容を理解することに繋がった。
1222102　物理化学 II 演習,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 自分たちで解くので身についた
1222102　物理化学 II 演習,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 例題を解けて計算方法がよく理解できた。
1222102　物理化学 II 演習,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 問題の解説が詳しくて分かりやすかった
1222102　物理化学 II 演習,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 積極的に質問をする。
1222102　物理化学 II 演習,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / ヒントとか書いてあるから、答えを待たずに自分や友人とといてみるといいと思います
1222102　物理化学 II 演習,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 前の授業を聞いていないとわかりづらいのでここでもしっかりと聞きましょう。
1222102　物理化学 II 演習,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 特に無いです
1222102　物理化学 II 演習,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 1人で解くのではなく、友達と教え合い、全員が理解できるようにすれば物理化学Ⅱの単位取得に繋がると思います。
1222102　物理化学 II 演習,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 友達と教えあって解くといい
1222102　物理化学 II 演習,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 自分でちゃんと解く
1222102　物理化学 II 演習,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 協力して問題を解く
1222102　物理化学 II 演習,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 周りの人や友達と一緒にやった方がいい
1222102　物理化学 II 演習,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 建設的な意見を多数頂き、有難うございます。授業の最初に述べたように、「演習」＝学びあいです。多くの人は、学びあいを実施してくれましたが、一部の人は一人で取り組み、結果としてできないまま提出する人がいました。また、演習の時間中、皆さんの出来を見ながら、黒板にヒントを書いていますが、一部の人はこれも見てないようです。演習はテストではないので、友達と学びあいし、ヒントを見て、最終的には全員できるようにしていただきたいと思います。
1231101　無機化学,平均評価ポイント　　3.65,2024/07/03（水）　～　2024/07/19（金） / スライドを見逃した際にmyfitの授業資料を見るのですが、授業資料では空欄の部分がそのまま空欄なので、授業資料を編集できない状態のPowerPointファイルなどにしていただけると嬉しいです。
1231101　無機化学,平均評価ポイント　　3.65,2024/07/03（水）　～　2024/07/19（金） / 専門知識が身に付いた。
1231101　無機化学,平均評価ポイント　　3.65,2024/07/03（水）　～　2024/07/19（金） / 良かったです
1231101　無機化学,平均評価ポイント　　3.65,2024/07/03（水）　～　2024/07/19（金） / 有意義な時間でした
1231101　無機化学,平均評価ポイント　　3.65,2024/07/03（水）　～　2024/07/19（金） / 難しかったです。
1231101　無機化学,平均評価ポイント　　3.65,2024/07/03（水）　～　2024/07/19（金） / 質問したら丁寧に答えてくださりありがとうございました。
1231101　無機化学,平均評価ポイント　　3.65,2024/07/03（水）　～　2024/07/19（金） / 各属の分子や錯体がかなり複雑になっていたけどとても勉強になりました。
1231101　無機化学,平均評価ポイント　　3.65,2024/07/03（水）　～　2024/07/19（金） / 難しい内容が多いため、課題や予習・復習をしっかりすることが大事だと思います。
1231101　無機化学,平均評価ポイント　　3.65,2024/07/03（水）　～　2024/07/19（金） / 高校の無機とは全然違う。課題は配点大きいのでめっちゃ大事。
1231101　無機化学,平均評価ポイント　　3.65,2024/07/03（水）　～　2024/07/19（金） / 真面目に取り組みましょう
1231101　無機化学,平均評価ポイント　　3.65,2024/07/03（水）　～　2024/07/19（金） / 有意義な時間になると思う
1231101　無機化学,平均評価ポイント　　3.65,2024/07/03（水）　～　2024/07/19（金） / 課題を提出する。
1231101　無機化学,平均評価ポイント　　3.65,2024/07/03（水）　～　2024/07/19（金） / 課題提出しましょう。
1231101　無機化学,平均評価ポイント　　3.65,2024/07/03（水）　～　2024/07/19（金） / 分からないことは放置しないほうがいいです！
1231101　無機化学,平均評価ポイント　　3.65,2024/07/03（水）　～　2024/07/19（金） / しっかりと授業での山(重要なポイント)を確認していった方がいいと思います。
1231101　無機化学,平均評価ポイント　　3.65,"2024/07/03（水）　～　2024/07/19（金） / 多くの建設的な意見を頂き、有難うございます。
配布しているプリントには、重要な公式などを空欄にしています。myfitの授業資料にある空欄がそのままになっているとの指摘がありました。空欄を埋めたものをアップするようにしていますが、たまに忘れてしまいます。すみません。
一部の学生さんは頻繁に質問に来てくれましたが、大多数の学生さんは質問に来られませんでした。分からない所をそのままにしておくと、後の授業が直ぐに分からなくなります。オフィスアワー等を利用して、質問してください。"
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / なし
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / 高校の化学でそういうものとして覚えていたものを何でそうなるかを理解することができた
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / 分かりやすかったです
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / かなり専門的になり、難しかった。
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / 後期の授業ありがとうございました。例題の解説動画があって復習しやすかったです。
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / 高校で習ったことが何故そうなるかについて学べたので良かったです
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / 全く分からなかった部分があったので悔しい
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / 講義動画や、演習動画等がOneDriveで見れるのがとてもいいなと思いました。
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / 前半の箱の中の電子の動きや井戸型ポテンシャルのところがさっぱり分かりませんでした。光と波について春休みに復習しておこうと思います。後半は有機化学で学んだことの裏付けになっていたので自分の中で色んなことに合点がいきました。半年間ありがとうございました。
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / 基礎物理学より面白さを感じました。ありがとうございました。
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / 演習を通して理解を深めください
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / なし
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / 課題がないので復習をする
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / 1年の教科の中でもかなり難しい方。出来るだけ復習、テスト勉強をしっかりしておかないと最悪落単する。
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / テスト頑張って
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / しっかり復習しましょう。
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / 演習を中心に復習した方が良い。
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / 授業前にレジュメをコピーして用意しておくこと　(実際に書くほうがまとめやすいから)
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / テスト頑張ろう！
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / 中間も頑張って
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / 難しいけど頑張ってください
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / 積分頑張って
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / ちゃんと勉強しないと、テストがきつい
1211201　物理化学Ⅰ,平均評価ポイント　　3.34,2024/12/20（金）　～　2025/01/16（木） / 講義の録画や例題の解説動画をOneDriveにアップロードしています。復習や試験対策に有効活用されていることが、皆さんのコメントから確認できました。
1212202　物理化学Ⅰ,平均評価ポイント　　3.57,2024/12/20（金）　～　2025/01/16（木） / 特になし
1212202　物理化学Ⅰ,平均評価ポイント　　3.57,2024/12/20（金）　～　2025/01/16（木） / 講義資料と教科書を読み取るのが難しかったです。
1212202　物理化学Ⅰ,平均評価ポイント　　3.57,2024/12/20（金）　～　2025/01/16（木） / 資料をアップロードしてあるのはありがたいです
1212202　物理化学Ⅰ,平均評価ポイント　　3.57,2024/12/20（金）　～　2025/01/16（木） / 授業のスピードが速くてあまり理解できませんでした
1212202　物理化学Ⅰ,平均評価ポイント　　3.57,2024/12/20（金）　～　2025/01/16（木） / 特になし
1212202　物理化学Ⅰ,平均評価ポイント　　3.57,2024/12/20（金）　～　2025/01/16（木） / 演習をしていれば大丈夫だと思います。
1212202　物理化学Ⅰ,平均評価ポイント　　3.57,2024/12/20（金）　～　2025/01/16（木） / 授業内容が難しく、テストでの持ち込み資料はできないので、よく復習して何が分からないのかはっきりさせておくことが必要。
1212202　物理化学Ⅰ,平均評価ポイント　　3.57,2024/12/20（金）　～　2025/01/16（木） / 復習は必ずすべき
1212202　物理化学Ⅰ,平均評価ポイント　　3.57,2024/12/20（金）　～　2025/01/16（木） / 印刷してください
1212202　物理化学Ⅰ,平均評価ポイント　　3.57,2024/12/20（金）　～　2025/01/16（木） / めちゃくちゃムズイです。中間テストは一発合格したら１０点加点されるので頑張ってください。
1212202　物理化学Ⅰ,平均評価ポイント　　3.57,2024/12/20（金）　～　2025/01/16（木） / 他が簡単なだけです。しっかりと学び大学生として必要な知識や概念を吸収すること。
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / 授業で分からなかったところを理解することができた
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / 分かりやすかったです
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / かなり専門的で難しかった。
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / 物理化学で学んだことをその日に演習できて助かった
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / 授業で学んだことを問題を解いて理解が深まりました
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / プリントで問題をひたすら解くスタイルが良かったです。
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / わかりやすい講義をありがとうございました
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / シンプルな解き方の解説をしてくださったので分かりやすかったです。蒲池先生の講義で省略されたところを補うことが結構あったのでより深く理解することができました。半年間ありがとうございました。
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / 物理化学の授業で理解できなかった所を、演習で理解出来た部分があり、説明が分かりやすかったです。ありがとうございました。
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / 必ず出席しておかないと授業内容が分からなくなる
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / 物理化学で分からなかったところを意識しながら授業を受ける
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / 物理化学の内容の演習。公式などは必ず頭に叩き込んでおくこと。テストは持ち込み不可で赤点・再試もあるのでしっかり勉強しておくのが良い。
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / 復習忘れずに
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / しっかり復習しましょう。
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / テスト頑張ろ！
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / 物理科学の授業を理解しておいたほうが演習の理解度が違うと思うので授業はしっかりきいたほうがいいです
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / しっかりと出席しましょう
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / むずいです。
1211202　物理化学Ⅰ演習,平均評価ポイント　　3.52,2024/12/20（金）　～　2025/01/16（木） / 授業で使う資料は印刷するべきです。
1212203　物理化学Ⅰ演習,平均評価ポイント　　3.72,2024/12/20（金）　～　2025/01/16（木） / 特になし
1212203　物理化学Ⅰ演習,平均評価ポイント　　3.72,2024/12/20（金）　～　2025/01/16（木） / わかりやすかった
1212203　物理化学Ⅰ演習,平均評価ポイント　　3.72,2024/12/20（金）　～　2025/01/16（木） / 演習を理解するのが難しかったです。
1212203　物理化学Ⅰ演習,平均評価ポイント　　3.72,2024/12/20（金）　～　2025/01/16（木） / プリントが大きくて解きやすいです
1212203　物理化学Ⅰ演習,平均評価ポイント　　3.72,2024/12/20（金）　～　2025/01/16（木） / 授業ありがとうございました。先生の声を聞いたらまぶたが重くなります。
1212203　物理化学Ⅰ演習,平均評価ポイント　　3.72,2024/12/20（金）　～　2025/01/16（木） / 特になし
1212203　物理化学Ⅰ演習,平均評価ポイント　　3.72,2024/12/20（金）　～　2025/01/16（木） / 演習プリントは必ず取っておいたほうがいい。
1212203　物理化学Ⅰ演習,平均評価ポイント　　3.72,2024/12/20（金）　～　2025/01/16（木） / 物理化学の授業の演習なので、物理化学をよく理解して取り組むべき。
1212203　物理化学Ⅰ演習,平均評価ポイント　　3.72,2024/12/20（金）　～　2025/01/16（木） / 復習してください
1212203　物理化学Ⅰ演習,平均評価ポイント　　3.72,2024/12/20（金）　～　2025/01/16（木） / 蒲池先生の物理化学をこの授業で演習をしてくれるから集中して問題を解こう！
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 前期ありがとうございます
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 一年の時の生物資源利用学概論の方がプリントが大きくて時も見やすかった。今は字も小さくて見にくいし、絵も印刷が途切れ途切れでわかりづらい。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / よかった
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / スライドが分かりやすかったです。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 楽しかった
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 生物化学Iよりも難しく感じた。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 楽しかったです！
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 特になし
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 分かりやすい講義ありがとうございます。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / この授業はほとんど暗記の内容なので持ち込み資料一枚があってほんとによかったです。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 配布資料が使いやすくて良かったです
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 極みを作るのがきつかった
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 配布プリントがあって授業が分かりやすかった
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 復習しながら、授業を進めてくださったので理解が深まりました。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 持ち込み資料をもう一週間だけ早く渡して欲しい。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 授業資料の構造がみにくい場所は拡大してプリントされていて見やすかったです。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / スライドもわかりやすく見やすかったです。図だけで説明されているものもあり、理解が難しいところがあったので図と文章での説明があればありがたいなと思いました。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 難易度の上がった生物の内容で勉強になりました。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 生物の流れが分かりやすいです
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 難しいと思っていた生物に親近感がわいて面白く感じるようになりました。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 面白かったです。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 興味深い講義でした。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 授業のスライドがとても見やすかったですが配布プリントに記載されている構造式が見づらいことが多かったです。また、休憩時間中の話がとてもタメになる話なので今後も続けて欲しいです。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 反応が多くて難しかった。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 生物は最後まで苦手でしたが、授業は聞きやすかったです。もう少し課題があればテスト勉強もやりやすいと思いました。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 持ち込み資料あるのとっても助かってます。また、授業の説明も分かりやすくて理解しやすいです。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 持ち込み資料を作ることで、内容の定着ができたし、大事なところがわかるようになった。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / どんどん生物化学も専門的になって、かなり難しくなってきたと感じましたが、しっかりと復習して知識を身に付けたいと思います。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 内容のレベルが本当に高すぎてやっぱ自分生物無理だなと突き付けられました。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / プリント図？などが多くてわかりやすかったです。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 生物の分野について深く学べた。後期も赤木先生の授業を履修しようと思いました。留学に向けて頑張ります。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / スライド、講義資料見やすく分かりやすかったです。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / プリントがほどよい穴埋めになっていてあとで見返して復習する際にみやすかったです。授業の合間の雑談も興味深い内容で面白かったです。レポート課題をするためにある程度読み込んでまとめる必要があるのでそれがまた復習することができました。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 配布プリントが見やすく分かりやすかったです。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / プリントでの復習はしやすかった。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 半年間ありがとうございました。生活習慣が乱れてしまい遅刻が多くなってしまってすみません。授業の途中の就職やコース選択、研究室の話がすごく参考になりました。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / プリントの構造式をもっと濃く印刷してほしいです。授業でスライドで確認してても復習しづらいからです。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 穴埋め式の資料の配布や講義90分の中に途中休憩があったりして講義に集中しやすかった。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 持ち込み資料を極めましょう
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / がんばれ
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 持ち込み資料作成は自分が、分かりやすく作成するのが良いと思う。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / しっかりメモをとる
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 楽しかった
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / プリントをしっかり自分でまとめ直す
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 持ち込み資料をしっかり作った方がいい
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 字を小さく書きすぎないように
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / プリントをしっかりと記入するようにしましょう。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 資料作りをしっかりやれば大丈夫です
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / テスト勉強をする
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / プリントに書き込みをしながら授業をきちんと聞いて毎回の内容をまとめましょう。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 日々の授業をしっかり聞いた方がいい
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 生物化学１よりもテストが大分難しいです。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / プリントの空欄だけを埋めるだけでなく先生の発言もメモしておいた方がいい
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 授業中にプリントの空欄を書いたり、アンダーラインを引いた方がいいと思います。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 持ち込み資料と授業を真面目にした方が良い。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 持ち込みプリントを極めましょう。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 持ち込み資料は必ず提出すること
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 生物はただ単語暗記とかでなく、流れが大切だと思います。この反応が起こってこうなるという感じに覚えるといいと思います。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / しっかり一回一回授業をまとめていれば難しい科目じゃないです。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 難しいので、きちんと内容を理解した上で持ち込み資料を作ってテストを受けた方がいいです。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / テスト持ち込みありとはいえレベル上がっているので頑張ろう。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 授業中にスライドに赤文字で書いてあることを事細かにプリントに書くこと。一度逃したら次に確認することはまず難しいです。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 内容を理解していていないとテストがきついと思います。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 生物選択じゃなかったら厳しいかもです。課題も少ないのでテスト勉強がしづらいです。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 持ち込み資料はきちんと作っておいた方がいい。 一年の生物化学よりも難易度がかなり上がっているので同じような勉強方法だと点数は取れない。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 試験前の持ち込み資料の作成の際に、ただ書くだけでなく理解すること。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 高校の知識では通用しないくらい専門的な内容なので復習必須
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 持ち込みプリントは今回に関しては理解するまで一旦授業プリントした方がいい。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 持ち込み資料をしっかりやれば大丈夫です。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 極みの1枚とは己の情緒の表れである。
1223105　生物化学 II,平均評価ポイント　　3.44,"2024/07/03（水）　～　2024/07/19（金） / 毎回の講義後振り返りをすることとその中で関連することを調べておくこと。

どの回でも繋がっていることや関連事項があるので結びつけておくこと。"
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 配布プリントのメモはしっかりする
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 極みの一枚を頑張ってつくろう。
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / 板書とテスト前の資料をしっかり作る
1223105　生物化学 II,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金） / テストの持ち込み資料に力を入れたらいいと思う。
