講義名,平均評価ポイント,自由記述
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 授業スタイルが良かった
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 授業資料をもう少し前に提示してほしいです。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 毎回の授業の最初で復習ができるので良かった。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 大変に丁寧に教えていただいた。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 線形代数は特に計算が多くて大変でした。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 普段の数学とだいぶ違う分野だったので難しかった。苦手分野を克服していきたい。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 単位行列の問題が印象に残っています
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 手間がかかる問題ばかりで最初は手こずっていたけど、たくさんの練習問題でなれたおかげでなれることができた
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / スライドが見やすく説明も黒板を使ったりしてくれてとても分かりやすかった
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 行列を中心とした問題への対応力が上がり、とてもいい授業だと思います。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 行列と行列式の違いを学べた。最初、科目名を聞いたときは難しそうに感じたが、いざ講義を受けてみるとベクトルや数列の応用が若干入っていて、すんなり入ることができた。ケアレスミスはしないようにしていきたい。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 授業のはじめに前の授業の復習があり、とても自分のためになった。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 線形代数という新しい知識を学ぶことがとても楽しかったです。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / とても難しい授業だったが丁寧に教えて頂いたので授業についていけた
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / とくに無いです．
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 授業の内容はちゃんと聞いといた方がいい
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 演習の時間ちゃんとする
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 体調悪くて1回休むとかはいいけど調子乗って2回連続とかで休むと次出席した時に高校の時みたいにみんなが意味わかんない公式を使い出すから気をつけてください
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 技術基礎数学と内容が被るケースがあるので、絡めて覚えると効率が上がります。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / しっかり授業を聞いておけば大丈夫だと思います。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 少しづつ勉強しておくべき。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 復習をしましょう
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 時間制限を儲けて素早くとか練習をしたら良いです。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / がんばってください
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 授業後半のプリント問題や数学演習の問題を解けるようにしておきましょう。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 話を聞かないと分からなくなるので、しっかり話を聞いて問題に取り組む
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 練習問題を何度も解いて計算力をあげよう
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 復習したほうがいい
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 復習をする
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 行列の計算は計算ミスが起きやすいため気をつける。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 何度も解き直すことが大切だと思います。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 授業を理解して計算ミスに気をつける
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 見返す用にスマホを使うと便利です
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 講義外で勉強をしたくなかったら講義の内容をしっかり理解しとくべき
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 復習を頑張ってください。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / やること自体は簡単ですが、計算量がとても多く、計算ミスをしやすいです。簡単と言っても、授業を真面目に受けてないと何をすれば良いか分からなくなる問題もあります。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / ベクトルと数列の基礎ができていることが望ましい。ひたすらの作業になるが諦めずに。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / しっかり授業の復習をする。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / とにかく計算ミスに気を付けてほしいです。
1711107　線形代数I,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 頑張る
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / いい感じ
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / ほんとに難しいです。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 楽しく授業を受けさせてもらえて楽しかったです
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 質問に丁寧に答えてくださり助かった
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 解析よりも勉強ができていなかったので、同じくらいするように心がけようと思います。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 過去問ください
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 解析でも言える事ですが、前半で解説、後半で問題への取り組みと言うのがとても良かった。すぐに復習が出来るところが良かったです。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 特になし
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 高校で習った内容も分かっていない想定で解説してくれたのですぐに復習できるとともに、新しいとこも理解できました。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 極力早い時間で終わるが内容がしっかりしていて分かりやすかった
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 授業動画が見られないトラブルが多発しました。それ以外は非常にわかりやすかったです。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 線形代数は大学で初めて習ったけど、丁寧に教えてくれたのでわかりやすかった。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 応援しています。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 分かりやすく説明していただきありがとうございました。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / とてもいい授業ありがとうございます。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / とても分かりやすかったです。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 計算量が多くて大変なイメージがあり、解き方も多くてなかなか覚えられなかった
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 説明自体は短くて問題解く時間に多く割り当てられたので良かったです！
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 問題内容が時間がかかるものなので授業時間内に全てとくことができないことがあったのでもう少し減らして貰いたかったです。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 定期的に解説してくれるのでありがたい。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / そんなに難しくは感じなかったが、解法が思いつかないと厳しいと感じた
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 自分の実力不足です
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 解析でもそうですけど、とても見やすいわかりやすいスライドだなって思いました。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 丁寧に教えてくださっているので理解しやすかった。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 行列についてより理解できました。授業の進み具合も悪くなく、内容も分かりやすかったので、気持ちよく授業を受けることが出来ました。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 毎回の小テストで復習をすることができました
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 分からない所は復習して分かるようにした方が良い。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / しっかり復習しましょー
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / がんばれ
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / ganbare
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 行列の問題は途中式をケチらずに書いた方がいい（書かないと絶対に間違える）
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 数Cできないと厳しいって
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 高校では習わないようなところが多く最初は困惑するかもしれないが慣れれば簡単。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 授業をしっかり聞いて復習する
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / アップロードされたスライドはぜひ上手に利用して学習に生かしてください。それと数学が得意な友人がいると勉強がはかどると思います。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 復習必須！！
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 先に資料を軽めに読んで難しそうなところがどこか知っておくことは大事だと思う。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / よく授業を聞きましょう。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 真面目に受けましょう。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 頑張ってください。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 新しい知識が出てきたりするので基礎を固めておくと良いと思う
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 初めて習う事ばっかなのですがある程度問題解いたら解けるようになるよ！
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 復習しないと忘れる
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / わからない問題は、ほっとかない。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 解析と同じく、わからないところがあったら先生や友達に聞いたり、fit-inサポートに聞きにいくのも良い
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 小さな凡ミスが多発します。何度も練習しましょう
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 丁寧に教えていただけます。質問しましょう。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 解析1と同じような感じで特に困ることはありません。 しかし分からなくなったら、その日の内に理解した方がいい。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 真面目に頑張ろう！！
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 計算間違いに注意する。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 行列とは何なのか、行列とは具体的にどんなところで使うのか、それを深く考える授業となっています。内容のそこまで難しくはないので、気軽に受けてください。
1712106　線形代数I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 個人的には解析より難しかったのでしっかりと復習をしていって苦手な人はおいていかれないようにしてください
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 授業の進むスピードも良かったし、myfitに毎回授業資料が掲載されるのが個人的には良かったです。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 特になし
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 特にないです
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 難しかった
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 前期の応用だったので難しかった
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 難しかった。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 基本的な計算方法などを知れてよかった
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 特になし
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 一問当たりの計算量が多くて時間がかかって難しかった
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 毎週最初に前回の復習問題を解くので良い復習ができた。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 内容は難しいものばかりだったが、新しい知識が増えてとても楽しかった。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 楽しかったです
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 進行スピードが早かった
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 解説の途中式をもう少し細かく書いて頂けると理解しやすくてとても助かります。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / わかりやすかったです
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 授業や問題の解説が分かりやすく、問題を解いていくことが出来た。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 似ている計算方法があって難しい。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 時間をかけて問題に取り掛かることができたので助かりました。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 内容は全然わからないということはなかったけど、計算量が多くて大変だなと感じました。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 授業の内容をしっかり理解して復習しよう。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 特になし
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 授業をしっかり聞いておけばある程度理解できます。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / １つの問題に20分ぐらいかかるものも出てくるので根気強さが必要。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / どんどんわけわかめになるので授業は出ましょう
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 前期の線形ができるなら大丈夫だと思います
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 講義毎に復習をして、解き方が混ざらないように。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / テスト勉強はした方が良い
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / ノートをしっかり取ろう
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 前期の内容を覚えていないと問題を解けないことが増えてくるので復習をしっかりしておくと良いでしょう。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 復習を毎週頑張りましょう
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / きちんと講義を受けましょう。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 復習大事
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 予習復習はしっかりしましょう。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 解析に比べて毎日テストはないけど、そのせいでわからない所がわからないままになりがちです。気をつけて。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / しっかりと復習をすることで理解出来ていける。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / ただ聞いているだけでは理解できない。
1711204　線形代数II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 何度も問題を解き直すことが大切。
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 授業中に分からないことががあるときに詳しく教えてくれた。
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / テストの時間が短すぎます！
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 全体的に内容が難しく感じた、特に積分
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 特になし
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / とくになし
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 楽しかったです。
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / これまで習ってこなかった問題が多くあり解いてて意義を感じた。
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / スライドがわかりやすかった。
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 前期よりも難易度が上がり、計算量も増え授業内に解けないことが多くあった
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 線形代数Ⅰの内容が思っていたより簡単でしたので、油断してました。再度復習してなんとな理解できました。
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 前期よりも難しかった
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 広い範囲の中で重要なところを重点的に教えてくださったので理解できた。
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / わかりやすかった
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / ベクトル空間の計算を、行列や行列式を使って答えを導く方法を学んだ。
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 授業はこの体制で受けるのが1番いい
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / この講義は予習・復習必須！
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / テストを早く解け
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 諮問をしなくていいようにしっかり前回の内容を復習すること、諮問はちゃんと終わらせておくこと
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 問題をたくさん解こう
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / ふぁいと
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 前期の内容をちゃんと復習してないと分からなくなるかもしれないです。
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / とくになし
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 線形代数Ⅰよりも難しい
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 復習が大事！
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 分からない問題を分からないままにせず聞いたりして分かるようにする。
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 線形Ⅰと同じような授業。 線形Ⅰに不安があるなら頑張ろう。
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 難しい内容で工業高校出身や普通科ではない生従は少し苦戦すると思う。そのためにも1限だろうが4限だろうがさぼらず行きましょう。
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 線形代数Ⅰの内容を元に授業が進むので、夏休み期間中に勉強することをお勧めします。人によってはここで躓きます。
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 復習をしっかりと行うべきです
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 授業を真剣に受ける
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 復習する
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 復習をしっかりして、解き方を覚える。
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / しっかりと復習してください
1712204　線形代数II,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 復習を頑張ってください
1731102　組込みシステム,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 実際にArduinoを用いてLEDが光ったりLCDに文字列が映し出されたりすることを見れるので楽しかったです。
1731102　組込みシステム,平均評価ポイント　　3.40,"2024/07/03（水）　～　2024/07/19（金） / ""組み込みシステムとは""といった概要的な内容から始まり，システム内部の仕組みやその種類について網羅的に学習できた． また，学習の力試しとして実際に組み込みシステム構築を行い，学修内容を定着させることができた．"
1731102　組込みシステム,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 授業内で提出する課題は先に終わらせておく方がよいです。
1731102　組込みシステム,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 自分で組み込みシステムを制作する最終課題はスケジュールにかなり余裕を持って臨むことをお勧めします．
1731102　組込みシステム,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 後半しっかりやろう
1732102　組込みシステム,平均評価ポイント　　3.85,2024/07/03（水）　～　2024/07/19（金） / 授業とても楽しく分かりやすかったです。ですが、最終課題についてはあらかじめ採点基準を出していて欲しいと思いました。先行逃げ切りで行いたいのですが、その基準が出ていないと課題に取り組めませんでした。出ていた方が見通しを持って取り組めると思います。
1732102　組込みシステム,平均評価ポイント　　3.85,2024/07/03（水）　～　2024/07/19（金） / わかりやすくて、おもしろかった。
1732102　組込みシステム,平均評価ポイント　　3.85,2024/07/03（水）　～　2024/07/19（金） / 相談コーナーの時間があることで、余裕を持ってシステムの作成を行えたのがよかったです。また、組込みシステムの技術や組み込みソフトウェアに関する制御・処理方法を学ぶことができ、自分のスキルアップにつながる講義でした。さらに、自分が身につけた知識やスキルを用いて、システム開発を行う面白さを感じることができました。ありがとうございました。
1732102　組込みシステム,平均評価ポイント　　3.85,2024/07/03（水）　～　2024/07/19（金） / 組み込みソフトウェアについて理解できた。
1732102　組込みシステム,平均評価ポイント　　3.85,2024/07/03（水）　～　2024/07/19（金） / 中間テストの際、ネットで検索OKということをもっとお知らせしておいてほしいと思いました！
1732102　組込みシステム,平均評価ポイント　　3.85,2024/07/03（水）　～　2024/07/19（金） / 自分で試行錯誤しながらオリジナルシステムを作ることがとても楽しかったです。
1732102　組込みシステム,平均評価ポイント　　3.85,2024/07/03（水）　～　2024/07/19（金） / 授業は楽しいです。自分で時間を作ってより難しい内容にチャレンジしておけば、あとが楽です。
1732102　組込みシステム,平均評価ポイント　　3.85,2024/07/03（水）　～　2024/07/19（金） / システム開発に没頭したい方は相談コーナーをおすすめします
1732102　組込みシステム,平均評価ポイント　　3.85,2024/07/03（水）　～　2024/07/19（金） / システム作成の課題は、早めに進めておくことを強く推奨します。テストは持ち込み可でそんなに難しくないので心配しなくていいと思います。気軽に履修しましょう😙
1732102　組込みシステム,平均評価ポイント　　3.85,2024/07/03（水）　～　2024/07/19（金） / 回路の設計が不安な人は相談コーナーやTinker cadを利用することをおすすめします。
1732102　組込みシステム,平均評価ポイント　　3.85,2024/07/03（水）　～　2024/07/19（金） / 中間はPC上でテストですが資料持込み可でネットで検索OKなので心配しなくても大丈夫です！期末はオリジナルのシステムを開発して先生等に見せるというものなので楽しく学べると思います！
1732102　組込みシステム,平均評価ポイント　　3.85,2024/07/03（水）　～　2024/07/19（金） / 自分でシステムを作ることになるので、自由度が高くて非常に面白い内容ですが、個人差が出てくるので興味がある人には取るべきだと思います。
1733204　代数学と暗号,平均評価ポイント　　3.22,2024/12/20（金）　～　2025/01/16（木）
1743101　代数学と符号化,平均評価ポイント　　---,2024/07/03（水）　～　2024/07/19（金）
1733109　知能ロボット工学,平均評価ポイント　　3.26,2024/07/03（水）　～　2024/07/19（金） / 授業は分かりやすかったですが、保存やプログラムの変更などの説明が早すぎて、手順が分からなくなる時がありました。
1733109　知能ロボット工学,平均評価ポイント　　3.26,2024/07/03（水）　～　2024/07/19（金） / 面白かったです
1733109　知能ロボット工学,平均評価ポイント　　3.26,2024/07/03（水）　～　2024/07/19（金） / 知能ロボットの入門的な内容からロボット工学の基礎を学び，運動学，制御工学の復習を経てロボットにおける移動知能，コミュニケーション知能について網羅的に学ぶことができた． 講義中に扱う講義プリントも説明・解説を挟みながら我々と一緒に穴埋めをしていただけるので非常に分かりやすい上に講義についていけなくなる事もなかった． 来年度もこのやり方を続けていただきたい．
1733109　知能ロボット工学,平均評価ポイント　　3.26,2024/07/03（水）　～　2024/07/19（金） / 知能ロボットの構成について学ぶことができた。
1733109　知能ロボット工学,平均評価ポイント　　3.26,2024/07/03（水）　～　2024/07/19（金） / この講義では、実験を通して、分かりやすく楽しく、学ぶことが出来るため、楽しかったです。
1733109　知能ロボット工学,平均評価ポイント　　3.26,2024/07/03（水）　～　2024/07/19（金） / 授業の中でシミュレーションや実験を行うことがありましたが、その過程の説明で進行が早く、聞き取れない部分や聞き逃した部分が少しあったので、特にシミュレーションのプログラミングの変更点の説明を行うときは少しゆっくり説明してくれると助かります。
1733109　知能ロボット工学,平均評価ポイント　　3.26,2024/07/03（水）　～　2024/07/19（金） / 時々何を書いているのか分からないことがあるので、もう少し分かるようにしてほしい。
1733109　知能ロボット工学,平均評価ポイント　　3.26,2024/07/03（水）　～　2024/07/19（金） / 実験を通して授業を行うのでわかりやすかったです。
