1431201　電気工学実験II,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木） / 特になし
1431201　電気工学実験II,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木） / 先生によってレポートの形式が異なったりするのでしっかり確認をしてレポートに取り組み期限内に提出する。
1431201　電気工学実験II,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木） / 毎回行われる実験の内容をあらかじめテキストを読み込み、理解しておくと良い。
1431201　電気工学実験II,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木） / 梶原先生の実験は事前レポートもあるので忘れないようにしてほしいです。
1431201　電気工学実験II,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木） / 共同レポートなので、上手いこと役割分担ができると、これまでの実験レポートよりは時間がかからず作成することが出来ると思います。その分クオリティが求められますので、頑張ってください。
1431201　電気工学実験II,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木） / レポートをしっかり行う
1431201　電気工学実験II,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木） / 今年から私の担当分の実験については個人で報告書を作成して提出していただくようにしました。従来の実験レポートでは，形式にも重点を置いて指導するというのが普通だったと思いますが，私のレポートでは内容を理解しているかどうかを重点にしています。特に事前に提出していただく分は実験前にテキストの内容（＝どのような事件をするか）を十分に理解しているかどうかを確認することを目的しています。次期履修者に向けてのアドバイスの中に，「毎回行われる実験の内容をあらかじめテキストを読み込み、理解しておくと良い」と書いてくれた人がありますが，それを確認するためのものです。前の日に締め切り間際に取り掛かっても間に合いませんので，前の実験が終わったらすぐに内容を確認し作業を始めておいてください。
1431201　電気工学実験II,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木） / （続き）毎週のレポート作成は大変だったと思いますが，社会に出たらなんらかの形で自分の仕事を文書や図面として残しておかなければなりません。この講義はそのスキルを磨くためのものでもあります。採点していると，誰にでもわかることや容易に調べられることは簡潔に記し，自分が何をやったかについては漏らさず全てを正確に記しておく，という出来栄えに達しているとは言い難いものもありました。今後の経験でより良い記録を残せるようになっていくとは思いますが，常にそのことを意識して仕事をし結果をまとめるという態度を持ち続けてください。皆さんのご活躍を期待しています。
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / テストを受けるだけでなく、パワーポイントを用いた解法解説を行うことで自分がわからないところを理解することができたり、違う解法も知ることができるのでよかった
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / 人前で発表するといったプレゼン能力を向上させることができたので良かった。
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / とても難しいかった。
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / 他の教科よりも内容が広すぎる点がかなり難しく感じた。
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / 発表があることでわからなかったところが理解出来た。
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / 電験が毎回のテスト内容だったため、電験を勉強することで予習に繋がるのは良かった。個人的には電験2種取得をめざしているので、実際自分が試験問題を解く時の状況と似ている環境でテストに取り組み、自分の理解度を振り返ることに繋がったのでよかった。
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / 発表の評価点を上げてほしいことと評価してない人や合格して小テストを欠席した人は大幅減点してほしい。小テスト形式で毎週するのはやめてほしい
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / 特になし
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / どのようなプレゼンであったとしても受講者がアンケートに答えるかどうかで点数が変動するのは少し悲しいなと感じました．
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / 過去問は大事
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / グループで作成したパワーポイントの内容をよく理解しておき、プレゼンにのぞむとよい。
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / 電験の過去問から毎週テストがあります。先生ごとの傾向を捉えれば問題を予測して対策できます。
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / 過去数年の電験の問題と、受講時の年の問題をひと通り確認して、その傾向を確認しつつ学習を進めることと、発表の時に同じ班の人と役割分担を事前に行なっておくこと。最後まで諦めなければ、取れる教科なので頑張ってください。
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / 発表の準備もしっかりと行った方がいい。
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / 全て電験の１〜３種の過去問から出題されます。1種2種の記述問題は出ませんが、選択問題の解法を求められますので、記号ではなく、解く過程を勉強するのをおすすめします。また、電験のレベルを知れるので、これを機に電験への勉強に繋げるのもいいかもしれません。
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / この講義では、電車の遅延や運休による遅刻、欠席やコロナ、インフル、ノロウイルスによる出席停止期間中の欠席でも救済措置などはなく、その講義での小テストは全て0点として扱われるので、コロナやインフルになったとしても絶対に講義に出席して小テストだけでも受けてください。
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / 過去問ゲー
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / 予習をする
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / 指定された4年間の電験1種，2種，3種から問題が構成されます．今年度と同様であるなら法規は出ないので，その他を勉強するべきです．この講義が始まる前から問題の範囲は定まっているはずなので，初回から頑張りさえすれば優は取れるはずです．発表点という不安定な部分もあるので秀はまず無理だと思います．
1433204　電気工学総合,平均評価ポイント　　3.29,"2024/12/20（金）　～　2025/01/16（木） / 皆さん、アンケートにご回答いただきありがとうございます。一部のコメントに対して返答します。

コメント：
この講義では、電車の遅延や運休による遅刻、欠席やコロナ、インフル、ノロウイルスによる出席停止期間中の欠席でも救済措置などはなく、その講義での小テストは全て0点として扱われるので、コロナやインフルになったとしても絶対に講義に出席して小テストだけでも受けてください。

コメントへの返答：
myFIT経由で配布している「履修の手引き」をお読みになったうえで単に見落としてしまっただけかと思いますが、本講義では定期試験の期間に合否判定試験を実施しており、これが実質の救済措置にあたります。合否判定試験は条件を満たせば受験でき、決められた点数を取れれば合格となります。（次のコメントに続きます）"
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / 手引きに書いてあることを単にもう一度書いているだけで申し訳ございませんが、合否判定試験はNo. 9～16の合計点が320点以上であれば、No. 1～8の点数に関係なく受験できます。さらに、No. 9～16の最大合計点は640点ですから、50%の点を獲得できていれば良いわけであり、数回の欠席があっても合格できるような仕組みづくりをしているつもりです。また、遅刻した場合も演習終了時刻までは受験できるようにしており、遅刻だけで0点なることはありません。なお、たまたまご存じないだけかもしれませんが、40分以上の遅刻は欠席として登録されます。そのため、遅刻と登録される範囲内でしたら演習を受けることができますから、繰り返しで申し訳ございませんが、遅刻だけで0点にはなりません。また、私の専門でありませんから表面的な理解ですが、コロナやインフルは感染力が強いため、講義への出席は控えるべきだと思います。
1433204　電気工学総合,平均評価ポイント　　3.29,2024/12/20（金）　～　2025/01/16（木） / この講義は，過去の電気主任技術者試験に出題された問題を題材として，皆さんの大学での学習の成果を確認するとともに，知識の定着・応用力の向上を目指すという目的で開講されています。限られた時間ですので大学での学習内容を全て網羅することはできませんが，題材自体は実社会で必要とされている重要な内容です。また，決められた時間内にグループで解法の説明を行うという作業も，準備の時間に追われて大変だったことと思いますが，それもまた実社会で役に立つプレゼンテーション技術の向上に寄与するものであることを願って課しているものです。皆さんにもこの講義の重要性は認識いただけているようで，大部分の人が無事単位を取得できそうな状況ではありますが，最終試験まで後一息，気を抜かずに頑張ってください。
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,2024/12/20（金）　～　2025/01/16（木） / 発表のフィードバックが難しかったです。
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,2024/12/20（金）　～　2025/01/16（木） / 毎週の電気関係の記事を紹介してもらえてどんな事が話題になってるのか知れてよかったです。
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,2024/12/20（金）　～　2025/01/16（木） / 課題の発表があったので習った内容を頭に入れやすかった．
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,2024/12/20（金）　～　2025/01/16（木） / 難しいです。
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,2024/12/20（金）　～　2025/01/16（木） / 電気法規における解釈を学べました
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,2024/12/20（金）　～　2025/01/16（木） / 特になし
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,2024/12/20（金）　～　2025/01/16（木） / 昨今あった電気に関するニュースを知ることができてよかった
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,2024/12/20（金）　～　2025/01/16（木） / スライドが授業資料で配布され自ら理解することができました。質問に答えられる知識がとても重要だと感じました。
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,2024/12/20（金）　～　2025/01/16（木） / 板書を取る時間をもう少し欲しいです。
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,2024/12/20（金）　～　2025/01/16（木） / 発表準備をしっかり行った方がいいです。
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,2024/12/20（金）　～　2025/01/16（木） / 2回くらいある発表を毛嫌いせずに頑張って欲しいです。
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,2024/12/20（金）　～　2025/01/16（木） / とても難しいから勉強はしっかりとするべき
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,2024/12/20（金）　～　2025/01/16（木） / 課題を必ず出すこと
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,2024/12/20（金）　～　2025/01/16（木） / 授業をきく
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,2024/12/20（金）　～　2025/01/16（木） / 課題を行う
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,2024/12/20（金）　～　2025/01/16（木） / これまで電気工学科で学んだ上での学習なので、今まで学習してきたことを復習するように
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,2024/12/20（金）　～　2025/01/16（木） / 班でのプレゼン発表があります。ちゃんと調べて質問に答えれるようにしましょう。
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,2024/12/20（金）　～　2025/01/16（木） / 何を言っているのかよくわからないので、理解力のある人以外にはおすすめしません。
1433207　電気法規及び施設管理,平均評価ポイント　　3.11,"2024/12/20（金）　～　2025/01/16（木） / 貴重な意見有り難うございます。次年度講義の参考にさせて頂きます。
本講義は、3年生前期までに学んだ電気工学の知識をベースに、社会情勢に応じた法令の考え方の解説を主に講義を組み立て、専門知識のブラシュアップと電気における社会的課題の対応についての理解度向上を目指しました。
電気の原理原則は変わりませんが、国内外の社会情勢は刻々と変化します。法令や施設管理の方法はその変化に応じて変わりますので情報に敏感になっていただきたい。
また、施設管理の範囲はたいへん広く、多くの方々とのコミュニケーション力や協調性が必要となります。今回学んだものをさらにレベルアップしていただきたい。"
1433103　ディジタル回路,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金） / ディジタル回路が用いられている様々な回路について学んだ。AD変換やDA変換、RAMやROMなど現代で使われる身近なものについて詳しくしれたので良かった。また、授業後半の辻野先生の内容ではマイコンとFPGAについて学び、メカトロニクスⅠⅠで扱った内容が出てきたのでさらに理解出来たと思う。
1433103　ディジタル回路,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金） / 特にありません
1433103　ディジタル回路,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金） / 電子回路と同じような感じで授業が進んでいきます。若干電子回路とことなると思うのですが、事前学習は授業外で理解し、授業は演習問題を友達と話し合って解くというものなので、友達と一緒に受けるといいと思います。また、メカトロニクスⅡで扱うカルノー図を学んだり、逆にメカトロニクスⅡで扱ったマイコンやFPGAをついて学ぶので、その２教科は同時に受けるのがオススメです。
1433103　ディジタル回路,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金） / 予習と復習をしっかりすること。 分からないことをすぐに先生や友人に聞くこと。
1423104　線形代数II,平均評価ポイント　　3.00,2024/07/03（水）　～　2024/07/19（金） / 大事な部分が分かりやすくて良かったです
1423203　解析IV,平均評価ポイント,2024/12/20（金）　～　2025/01/16（木）
1413201　Freshman English B,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 並べ替えや単語などしっかりと身につけることができた。
1413201　Freshman English B,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 理系で大切な英語が学べたのでよかったです。
1413201　Freshman English B,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 前期よりも後期の方が計画的に予習ししっかりできた。
1413201　Freshman English B,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 宿題をしっかりと行う。
1413201　Freshman English B,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / ミニテストの予習を頑張ってください。
1413201　Freshman English B,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 予習復習をしっかりしましょう。
1413201　Freshman English B,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 課題を忘れないように
1413201　Freshman English B,平均評価ポイント　　3.35,2024/12/20（金）　～　2025/01/16（木） / 話せる英語も喋れると良い。
1411205　電磁気学II,平均評価ポイント　　3.75,2024/12/20（金）　～　2025/01/16（木） / 課題の解説が欲しい。解き方など
1411205　電磁気学II,平均評価ポイント　　3.75,2024/12/20（金）　～　2025/01/16（木） / 電磁気学の積分を学んだ
1411205　電磁気学II,平均評価ポイント　　3.75,2024/12/20（金）　～　2025/01/16（木） / ミニテストがあったので解き方など理解することができた。
1411205　電磁気学II,平均評価ポイント　　3.75,2024/12/20（金）　～　2025/01/16（木） / とても分かりやすかったです
1411205　電磁気学II,平均評価ポイント　　3.75,2024/12/20（金）　～　2025/01/16（木） / とても分かりやすくよい授業時間を過ごせた。
1411205　電磁気学II,平均評価ポイント　　3.75,2024/12/20（金）　～　2025/01/16（木） / 授業を真面目に聞く
1411205　電磁気学II,平均評価ポイント　　3.75,2024/12/20（金）　～　2025/01/16（木） / 毎回ミニテストを提出し、中間・期末レポートを出すこと
1411205　電磁気学II,平均評価ポイント　　3.75,2024/12/20（金）　～　2025/01/16（木） / レポートをしっかりと行った方がいい
1411205　電磁気学II,平均評価ポイント　　3.75,2024/12/20（金）　～　2025/01/16（木） / レポートを忘れないようにしてください
1411205　電磁気学II,平均評価ポイント　　3.75,2024/12/20（金）　～　2025/01/16（木） / 内容を理解するのが難しいけど予習はしておいたほうがいい。
1411205　電磁気学II,平均評価ポイント　　3.75,2024/12/20（金）　～　2025/01/16（木） / 真っ当に行けばいけます
1411205　電磁気学II,平均評価ポイント　　3.75,2024/12/20（金）　～　2025/01/16（木） / 複雑な専門的知識が必要です
1412205　電磁気学II,平均評価ポイント　　3.25,2024/12/20（金）　～　2025/01/16（木） / 分かりやすく面白い講義だった。
1412205　電磁気学II,平均評価ポイント　　3.25,2024/12/20（金）　～　2025/01/16（木） / 専門知識を学ぶことができた
1412205　電磁気学II,平均評価ポイント　　3.25,2024/12/20（金）　～　2025/01/16（木） / とくになし
1412205　電磁気学II,平均評価ポイント　　3.25,2024/12/20（金）　～　2025/01/16（木） / レポートを頑張って下さい。
1412205　電磁気学II,平均評価ポイント　　3.25,2024/12/20（金）　～　2025/01/16（木） / 毎回授業に出る。
1412205　電磁気学II,平均評価ポイント　　3.25,2024/12/20（金）　～　2025/01/16（木） / がんばれ
1423101　電子回路II,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金）
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 高校物理の復習ができた
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 期末テストの過去問も乗せて欲しいです。
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 授業がわかりやすいです。
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 高校物理の復習、応用やより実践的になった力学を学ぶことができた。 社会人に必要な能力を改めて説いてくださりました。厳しくも優しい指導をありがとうございました。
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / とてもわかりやすく、高校の時の内容を深掘りできました。
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 授業動画がありよかった。
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / myfitにある授業スライドの演習の後に演習の答えがあったほうが見やすいと思った。
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / テストの難易度が高い
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / テストのレベルがすごい高く、演習のレベルも高い
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 眠くなる
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / わかりやすかったです
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 予習復習が全然足りていなかった
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / テストをやさしくしてください。
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 演習の時間をしっかりとって下さりありがたかった。 演習と課題のレベルをもう少し合わせて欲しい
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 授業がとてもわかりやすかった
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / わかりやすかった
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 解説がとても分かりやすかった．
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / スライドや説明がわかりやすかった。
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / レポートを毎回出すこと
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / コツコツの積み重ねが大事。
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / テスト勉強は時間をかけてするべきです。
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 悪い噂が流れてくるかもしれませんが、基本的にはまともな授業。 たしかに、皮肉の含んだ言い回しや選ばない言葉使いなどがたまにキズだが実際間違ってないから自分の未成熟を認めるしかありません。 私は遠方から通っているのですが、豪雨の影響で自宅付近の道路が冠水し高齢者の避難援助を行ったので大学を欠席した際、「確かにすごい大雨でしたが、基本的には大学に来ましょうね。」と真顔で言い放った場面は今でも印象にのこっている。 次期履修の皆さんは自他の命を守る行動を優先しましょう。
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 難しいって感じでも諦めない！
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 課題をしっかりとする。
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 難しい
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 難しい
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 予習を頑張ってください
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / しっかり予習復習の勉強する
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 授業に全集中と課題は早めに
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 課題を毎回提出すべき
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / しっかり話を聞いて復習をする
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 高校物理をマスターしとく.
1411101　電気基礎物理学,平均評価ポイント　　3.62,2024/07/03（水）　～　2024/07/19（金） / 復習が大事。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 物理学は日常生活にも多く関わっていることに気付いた。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 高校までの物理は公式を丸暗記して値を当てはめるものだったが、この授業を通して作図や法則を用い問題を解く過程を学ぶことができた。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / わかりやすかった。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 課題の回答がとてもわかりやすく、わからないところを課題で無くうことができた。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 講義もすごくわかりやすかった。そして課題をファイルにして提出する仕方を丁寧に教えてくださってすごくありがたかった。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / もう少し分かりやすく説明してほしい
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 丁寧な解説で分かりやすかった。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 毎回プリントをやることが大変だったが、テスト前になるとそれが力になっていたので、かなり勉強できたと考える。また先輩との勉強会の頻度を増やして欲してくれると、助かります。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 授業の進みが少し早い。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 授業はわかりやすいが、授業の内容に比べて課題が難しすぎる
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / テストの範囲をmyfitにも掲示してほしい。 テストの解説動画がすごくわかりやすかった。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 授業の解説がとても分かりやすかった。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 例えがとても良くてイメージしやすく、分かりやすかったです。 演習問題を解く時、十分に時間を取ってくれるのでとても嬉しかったです。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / うまくスキャンできず文字が読み取れなくなってしまったりしたので写真での課題の提出を許可してほしいです。授業や課題の内容においてはとても良いなと感じました。あとは自分がどこまでそれらをちゃんと実行できるかだと強く感じました。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 課題が難しいので授業で解説してほしい。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 飲み物ぐらい出させて欲しい。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 基礎分野なので、理解することが出来て良かった
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 授業わかりやすかったです
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 理解できるまで問題に取り組むこと進める。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 無遅刻、無欠席で、課題をしっかりと提出すること。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 課題を毎回出しましょう。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 細かいところまで見てくるので注意しましょう
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / テストが難しいのでレポートは毎回提出した方が良い
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 授業終了後のレポートにはやめに取り掛かる。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 課題を出しましょう。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 余計なものは机に置かないこと、前日にしっかりと寝て授業中寝ないこと。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 課題は努力でどうにでもなるから課題で点を稼いでほしい
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 課外学習をしっかりしよう
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 講義をきちんと受けて、出された課題をやる
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 課題をしっかり復習してテストに挑んだほうがいい
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 課題の難易度が高く難しい。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 毎回宿題が出るので早めに終わらせる。 復習でせめて授業中の演習問題は理解して解けるようにする。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 授業外での予習、復習の時間は多くとっておいたほうがいい。やらなければあとで後悔する。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 毎回の提出物を提出しましょう。テストが難しめなので、取れるところで点数を取るべきです。
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 頑張って
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 復習を怠らずに
1412101　電気基礎物理学,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 課題をしっかりやる
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 解説を丁寧にして欲しい
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / なし
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / ミニテストの時間が短い
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 電子回路について詳しく学べることができた。
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 解説が分かりやすかったが、最終的な答えが分からない時があったので、本当にあっているのか不安になった
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 予習することでより授業がわかった。小テストは難易度が個人差があり少し不平等に感じた。
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / しっかり復習すれば小テストも点数が取れた。
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / トランジスタの特性がよく分かりました。高校で1度なかった時はよく分からなかったので、大学で分かるようになれてよかったです。
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / わかりやすく教えてくださいました。
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / わかりやすかった
