講義名,平均評価ポイント,自由記述,感情スコア,ポジティブ表現,ネガティブ表現
1923117　企業論,平均評価ポイント　　3.42,企業論だけでなく、将来生きていくうえでの大事な知識も学ぶことができたのでよかった。,-0.08343457,,"企業(-0.59), 論(-0.45), 将来(-0.52), 大事(-0.02), 知識(-0.12), 学ぶ(-0.55)"
1923117　企業論,平均評価ポイント　　3.42,授業を簡潔にまとめる力が身につきました,-0.218038,,"授業(-0.41), 簡潔(-0.39), 力(-0.84), 身(-0.98)"
1923117　企業論,平均評価ポイント　　3.42,社会に出てこれから役立つことやニーズ、経営での戦略や企業間での勝負に勝つための方法などを学べたと思います,-0.195630703,,"社会(-0.82), 出(-0.43), 役立つ(-0.08), や(-0.28), ニーズ(-0.16), 経営(-0.60), 戦略(-0.68), や(-0.28), 勝負(-0.77), 勝つ(-0.31), 方法(-0.95), と(-0.22), 思い(-0.68)"
1923117　企業論,平均評価ポイント　　3.42,わかりやすかった,0,,
1923117　企業論,平均評価ポイント　　3.42,"企業の経営においてのアイデアなど
課題解決における実行するべき手順など",-0.136239684,,"企業(-0.59), 経営(-0.60), アイデア(-0.41), 実行(-0.50), 手順(-0.49)"
1923117　企業論,平均評価ポイント　　3.42,企業から見た経営の考え方は普段の生活とかなり違った考え方が多く、自分が社会に出た際にとても役に立つ考え方だと感じました,-0.232555973,,"企業(-0.59), 経営(-0.60), 生活(-0.94), と(-0.22), かなり(-0.27), 多く(-0.88), 社会(-0.82), 出(-0.43), 際(-0.63), とても(-0.17), 役(-0.91), 立つ(-0.96), と(-0.22), 感じ(-0.97)"
1923117　企業論,平均評価ポイント　　3.42,企業経営の考え方を教科書の内容だけでなく先生の実際の体験をもとに、学んだので理解しやすくとても有意義でした。,-0.144541375,,"企業(-0.59), 経営(-0.60), 教科書(-0.32), 内容(-0.85), 先生(-0.24), 実際(-0.84), 体験(-0.40), 理解(-0.31), とても(-0.17), 有意義(-0.31)"
1923117　企業論,平均評価ポイント　　3.42,社会について多くのことを知ることができた。,-0.190783286,,"社会(-0.82), つい(-0.55), 多く(-0.88), 知る(-0.42)"
1923117　企業論,平均評価ポイント　　3.42,予習は大変だったが講義の内容が頭に入りやすかったので大事だった。 講義中にメモを取る場面が他の授業より多く面白い話が多かった。,-0.166693449,面白い(0.99),"予習(-0.31), 大変(-0.37), 講義(-0.43), 内容(-0.85), 頭(-0.98), 大事(-0.02), 講義(-0.43), 中(-0.98), メモ(-0.46), 場面(-0.72), 授業(-0.41), 多く(-0.88), 話(-1.00)"
1923117　企業論,平均評価ポイント　　3.42,社会人（会社人）として長く実務経験のある先生の話はとても実践的でわかりやすく面白かったです。企業や経営の話だけでなく、就活時に活かせそうな、リアルな社会や企業のことを学べてよかったです。何かしらの企業に就職を考えている社会環境学科の生徒は、取って損ない授業だと思います。,-0.166318321,,"社会人(-0.17), 会社(-0.71), と(-0.22), 先生(-0.24), 話(-1.00), とても(-0.17), 企業(-0.59), や(-0.28), 経営(-0.60), 話(-1.00), 時(-0.75), リアル(-0.43), 社会(-0.82), や(-0.28), 企業(-0.59), 企業(-0.59), 就職(-0.25), 考え(-0.93), 社会(-0.82), 環境(-0.61), 学科(-0.49), 生徒(-0.63), 授業(-0.41), と(-0.22), 思い(-0.68)"
1923117　企業論,平均評価ポイント　　3.42,社会に出て生かせそうなことを学びました。ありがとうございました。,-0.069738056,,"社会(-0.82), 出(-0.43)"
1923117　企業論,平均評価ポイント　　3.42,大変意味のある講義ありがとうございました。,-0.1646861,,"大変(-0.37), 意味(-0.85), 講義(-0.43)"
1923117　企業論,平均評価ポイント　　3.42,企業について学べた,-0.189234,,"企業(-0.59), つい(-0.55)"
1923117　企業論,平均評価ポイント　　3.42,企業について詳しく学べた,-0.162200571,,"企業(-0.59), つい(-0.55)"
1923117　企業論,平均評価ポイント　　3.42,企業に着いて詳しく学べた。特にシャボン玉の会社の授業でシャボン玉を売るための企業努力がすごいと感じた,-0.247847,,"企業(-0.59), シャボン(-0.46), 玉(-0.78), 会社(-0.71), 授業(-0.41), シャボン(-0.46), 玉(-0.78), 売る(-0.83), 企業(-0.59), 努力(-0.39), と(-0.22), 感じ(-0.97)"
1923117　企業論,平均評価ポイント　　3.42,毎回のレポートをしっかりすること,-0.032894429,,レポート(-0.23)
1923117　企業論,平均評価ポイント　　3.42,事前学習、授業中ノートをとる,-0.29655125,,"事前(-0.20), 学習(-0.45), 授業(-0.41), 中(-0.98), ノート(-0.33)"
1923117　企業論,平均評価ポイント　　3.42,授業レポートは毎時間しっかりやった方がいいと思います。,-0.228082667,,"授業(-0.41), レポート(-0.23), 時間(-0.95), 方(-0.94), と(-0.22), 思い(-0.68)"
1923117　企業論,平均評価ポイント　　3.42,しっかり毎回、授業の後レポートをしっかり記入しておく。,-0.120145714,,"授業(-0.41), 後(-0.69), レポート(-0.23), 記入(-0.35)"
1923117　企業論,平均評価ポイント　　3.42,ちゃんと毎回メモしときましょう。,-0.144369143,,"ちゃんと(-0.28), メモ(-0.46), ましょう(-0.27)"
1923117　企業論,平均評価ポイント　　3.42,授業の最後らへんにいいものもらえます。,-0.096735545,,"授業(-0.41), 最後(-0.66)"
1923117　企業論,平均評価ポイント　　3.42,・休講、補講がたまにあるので把握すること ・メモを積極的にとること,-0.07234145,,"休講(-0.12), 補講(-0.14), たまに(-0.40), 把握(-0.33), メモ(-0.46)"
1923117　企業論,平均評価ポイント　　3.42,毎回出席して課題を提出すること,-0.118944667,,"出席(-0.28), 課題(-0.40), 提出(-0.39)"
1923117　企業論,平均評価ポイント　　3.42,毎週の予習復習を忘れずに,-0.050908288,,"予習(-0.31), 復習(-0.10)"
1923117　企業論,平均評価ポイント　　3.42,授業中にメモを取ることが大事なので、しっかりと授業を聞くことが大切,-0.152438305,,"授業(-0.41), 中(-0.98), メモ(-0.46), 大事(-0.02), と(-0.22), 授業(-0.41), 聞く(-0.71)"
1923117　企業論,平均評価ポイント　　3.42,特にないでです,-0.24999925,,ない(-1.00)
1923117　企業論,平均評価ポイント　　3.42,先生が板書しているものをしっかりとノートに書き写しておく,-0.0678368,,"先生(-0.24), 板書(-0.23), と(-0.22), ノート(-0.33)"
1923117　企業論,平均評価ポイント　　3.42,毎授業のレポートがありますが、提出期限は先にあるので前もってやっておくとあとが楽です。テストは勉強しやすいようなものを先生から配布されます,-0.088944707,楽(0.28),"授業(-0.41), レポート(-0.23), 先(-0.98), と(-0.22), テスト(-0.34), 勉強(-0.26), 先生(-0.24), 配布(-0.33), さ(-0.94)"
1923117　企業論,平均評価ポイント　　3.42,予習が必須です。頑張ってください。,-0.034145778,,予習(-0.31)
1923117　企業論,平均評価ポイント　　3.42,予習復習をしっかりと行う。講義中のメモも大事。,-0.179310907,,"予習(-0.31), 復習(-0.10), と(-0.22), 講義(-0.43), 中(-0.98), メモ(-0.46), 大事(-0.02)"
1923117　企業論,平均評価ポイント　　3.42,レポートを授業前と後に書くので毎回怠らずにやり続けることが大切,-0.124561895,,"レポート(-0.23), 授業(-0.41), と(-0.22), 後(-0.69), 続ける(-0.82)"
1923117　企業論,平均評価ポイント　　3.42,授業を聞いてメモを取る,-0.123584429,,"授業(-0.41), メモ(-0.46)"
1923117　企業論,平均評価ポイント　　3.42,授業のレポートで、先生の言ったことをメモする,-0.102769385,,"授業(-0.41), レポート(-0.23), 先生(-0.24), メモ(-0.46)"
1923117　企業論,平均評価ポイント　　3.42,予習を行うことで、理解が深まります。,-0.055820091,,"予習(-0.31), 理解(-0.31)"
1923117　企業論,平均評価ポイント　　3.42,予習、復習が大事です。特に予習はしっかりしましょう,-0.077403054,,"予習(-0.31), 復習(-0.10), 大事(-0.02), 予習(-0.31), ましょう(-0.27)"
1923117　企業論,平均評価ポイント　　3.42,毎回の予習をすると授業内容がわかりやすくなる。 メモをとりながら講義を受けると理解が深まる。,-0.167621577,,"予習(-0.31), と(-0.22), 授業(-0.41), 内容(-0.85), メモ(-0.46), 講義(-0.43), 受ける(-0.97), と(-0.22), 理解(-0.31), 深まる(-0.20)"
1923117　企業論,平均評価ポイント　　3.42,社会人（会社人）として長く実務経験のある先生の話はとても実践的でわかりやすく面白かったです。企業や経営の話だけでなく、就活時に活かせそうな、リアルな社会や企業のことを学べてよかったです。何かしらの企業に就職を考えている社会環境学科の生徒は、取って損ない授業だと思います。,-0.166318321,,"社会人(-0.17), 会社(-0.71), と(-0.22), 先生(-0.24), 話(-1.00), とても(-0.17), 企業(-0.59), や(-0.28), 経営(-0.60), 話(-1.00), 時(-0.75), リアル(-0.43), 社会(-0.82), や(-0.28), 企業(-0.59), 企業(-0.59), 就職(-0.25), 考え(-0.93), 社会(-0.82), 環境(-0.61), 学科(-0.49), 生徒(-0.63), 授業(-0.41), と(-0.22), 思い(-0.68)"
1923117　企業論,平均評価ポイント　　3.42,難しいけど積み重ねでなんとかなると思います,-0.191818,,"難しい(-1.00), と(-0.22), と(-0.22), 思い(-0.68)"
1923117　企業論,平均評価ポイント　　3.42,出席をする,-0.094292667,,出席(-0.28)
1923117　企業論,平均評価ポイント　　3.42,企業について学びたいならいいと思う,-0.2253536,,"企業(-0.59), つい(-0.55), と(-0.22), 思う(-0.90)"
1923117　企業論,平均評価ポイント　　3.42,毎回レポートを書く,-0.05756525,,レポート(-0.23)
1923117　企業論,平均評価ポイント　　3.42,毎回レポートをしっかりと書くこと,-0.063722,,"レポート(-0.23), と(-0.22)"
1913202　社会統計学,平均評価ポイント　　3.52,JMPで、データの数が膨大でも一瞬にしてデータの分析が出来ると分かって、このソフトを使いこなせていけばある程度はこの情報社会で通用できると思いました。,-0.193454932,,"データ(-0.43), 数(-0.97), 膨大(-0.58), 一瞬(-0.51), データ(-0.43), 分析(-0.40), 出来る(-0.99), と(-0.22), ソフト(-0.41), 程度(-0.91), 情報(-0.59), 社会(-0.82), 通用(-0.37), と(-0.22), 思い(-0.68)"
1913202　社会統計学,平均評価ポイント　　3.52,先生の説明が分かりやすかったので良かったです。,-0.078229846,,"先生(-0.24), 説明(-0.78)"
1913202　社会統計学,平均評価ポイント　　3.52,パソコンを用いて社会統計学について学ぶことが出来て良かった。分析方法などが身につきました。,-0.193147148,,"パソコン(-0.13), 社会(-0.82), 統計学(-0.18), つい(-0.55), 学ぶ(-0.55), 出来(-0.65), 分析(-0.40), 方法(-0.95), 身(-0.98)"
1913202　社会統計学,平均評価ポイント　　3.52,資料があって分かりやすかった。,-0.047590125,,資料(-0.38)
1913202　社会統計学,平均評価ポイント　　3.52,内容が難しく、理解に時間がかかった。,-0.191641818,,"内容(-0.85), 理解(-0.31), 時間(-0.95)"
1913202　社会統計学,平均評価ポイント　　3.52,JMPの操作について、詳しく学ぶことができた。,-0.121233643,,"操作(-0.60), つい(-0.55), 学ぶ(-0.55)"
1913202　社会統計学,平均評価ポイント　　3.52,JMPを用いた分析が面白かった。,-0.044765556,,分析(-0.40)
1913202　社会統計学,平均評価ポイント　　3.52,jmpの使い方を覚えることができる授業でした。,-0.093553833,,"覚える(-0.72), 授業(-0.41)"
1913202　社会統計学,平均評価ポイント　　3.52,データー解析は苦手だけど、一生懸命頑張った。,-0.053464182,,"解析(-0.29), 苦手(-0.11), 一生懸命(-0.18)"
1913202　社会統計学,平均評価ポイント　　3.52,JMPを使って分析をするとき操作方法がわかっていればスムーズに作業を進めることができることが学びました。,-0.052824321,,"分析(-0.40), 作業(-0.74), 進める(-0.34)"
1913202　社会統計学,平均評価ポイント　　3.52,しっかりと話を聞いておく,-0.173243,,"と(-0.22), 話(-1.00)"
1913202　社会統計学,平均評価ポイント　　3.52,統計と聞いて最初は難しいと思っていましたが、先生の説明もあり、しっかりとこなすことができました。ありがとうございます。,-0.128422,,"統計(-0.42), と(-0.22), 最初(-0.81), 難しい(-1.00), と(-0.22), 先生(-0.24), 説明(-0.78), と(-0.22), こなす(-0.47)"
1913202　社会統計学,平均評価ポイント　　3.52,もう少しゆっくりな速さで説明していただきたいです。,-0.206998154,,"もう(-0.68), 少し(-0.97), ゆっくり(-0.27), 説明(-0.78)"
1913202　社会統計学,平均評価ポイント　　3.52,JMPを扱うようになれた。,-0.104409,,扱う(-0.84)
1913202　社会統計学,平均評価ポイント　　3.52,休まず講義を受けて、jmpの各操作を覚える,-0.185649385,,"講義(-0.43), 受け(-0.18), 各(-0.49), 操作(-0.60), 覚える(-0.72)"
1913202　社会統計学,平均評価ポイント　　3.52,分からないところはすぐに聞いた方がいいです。,-0.149229538,,"ない(-1.00), 方(-0.94)"
1913202　社会統計学,平均評価ポイント　　3.52,説明が早いのでしっかりメモを取ることが大切だと思う。,-0.088378313,早い(0.94),"説明(-0.78), メモ(-0.46), と(-0.22), 思う(-0.90)"
1913202　社会統計学,平均評価ポイント　　3.52,課題提出を必ず行う,-0.2631438,,"課題(-0.40), 提出(-0.39), 必ず(-0.53)"
1913202　社会統計学,平均評価ポイント　　3.52,先生の話をしっかり聞きましょう,-0.215438857,,"先生(-0.24), 話(-1.00), ましょう(-0.27)"
1913202　社会統計学,平均評価ポイント　　3.52,統計に関心を持つこと。,-0.123818857,,"統計(-0.42), 関心(-0.45)"
1913202　社会統計学,平均評価ポイント　　3.52,内容が面白かったので、履修をおすすめします。,-0.102707357,,"内容(-0.85), 履修(-0.59)"
1913202　社会統計学,平均評価ポイント　　3.52,授業毎回出ないと毎回新しい内容が出てきて追いつかなくなるよ。,-0.135866222,新しい(0.89),"授業(-0.41), 出(-0.43), ない(-1.00), と(-0.22), 内容(-0.85), 出(-0.43)"
1913202　社会統計学,平均評価ポイント　　3.52,コツコツ頑張れ,0,,
1913202　社会統計学,平均評価ポイント　　3.52,授業をしっかりと聞く,-0.2670184,,"授業(-0.41), と(-0.22), 聞く(-0.71)"
1913202　社会統計学,平均評価ポイント　　3.52,しっかりと話を聞いておく,-0.173243,,"と(-0.22), 話(-1.00)"
1913202　社会統計学,平均評価ポイント　　3.52,課題を毎週欠かさず提出していれば特に問題ないと思います。,-0.199931,,"課題(-0.40), 提出(-0.39), 問題(-0.72), ない(-1.00), と(-0.22), 思い(-0.68)"
1913202　社会統計学,平均評価ポイント　　3.52,おいてかれないようにしっかり話を聞いたほうがいいです。,-0.124806563,,"ない(-1.00), 話(-1.00)"
1913202　社会統計学,平均評価ポイント　　3.52,説明をしっかりと聞く,-0.3411246,,"説明(-0.78), と(-0.22), 聞く(-0.71)"
1923114　社会調査法,平均評価ポイント　　3.56,JMPを活用した分析方法をしっかり学ぶことができ、さまざまな統計知識を身につけることができたと思います。,-0.149255733,,"活用(-0.17), 分析(-0.40), 方法(-0.95), 学ぶ(-0.55), 統計(-0.42), 知識(-0.12), 身(-0.98), と(-0.22), 思い(-0.68)"
1923114　社会調査法,平均評価ポイント　　3.56,実際に自分の班のデータをJMPを通じて分析することで身近な内容の分析結果が分かって面白かった。,-0.148890107,,"実際(-0.84), データ(-0.43), 通じ(-0.34), 分析(-0.40), 内容(-0.85), 分析(-0.40), 結果(-0.91)"
1923114　社会調査法,平均評価ポイント　　3.56,特になし,0,,
1923114　社会調査法,平均評価ポイント　　3.56,楽しかったです,0,,
1923114　社会調査法,平均評価ポイント　　3.56,ありがとうございました。,0,,
1923114　社会調査法,平均評価ポイント　　3.56,調査の仕方など調べたことのないものばかりで学びになった。,-0.174884824,,"調査(-0.49), 仕方(-0.95), 調べ(-0.53), ない(-1.00)"
1923114　社会調査法,平均評価ポイント　　3.56,毎回の課題があるので復習ができた,-0.045013845,,"課題(-0.40), 復習(-0.10)"
1923114　社会調査法,平均評価ポイント　　3.56,社会調査の方法を知ることができ、今後に活用していきたいと思った。,-0.171528857,,"社会(-0.82), 調査(-0.49), 方法(-0.95), 知る(-0.42), 今後(-0.53), 活用(-0.17), と(-0.22)"
1923114　社会調査法,平均評価ポイント　　3.56,しっかり受ける,-0.4825635,,受ける(-0.97)
1923114　社会調査法,平均評価ポイント　　3.56,自分たちでアンケートを制作、集計をすることの大変さが分かった。,-0.101047,,"アンケート(-0.22), 集計(-0.29), 大変(-0.37), さ(-0.94)"
1923114　社会調査法,平均評価ポイント　　3.56,この授業では、社会調査についての学びを深めることが出来ました。実際にアンケートをとったりグループワークを行うことで、社会調査の流れをより理解しやすくなったと感じました。また、コミュニケーション能力の大切さを理解することが出来ました。この学びを今後に活かしていきたいと強く思います。前期ありがとうございました。,-0.145754655,,"授業(-0.41), 社会(-0.82), 調査(-0.49), つい(-0.55), 深める(-0.40), 出来(-0.65), 実際(-0.84), アンケート(-0.22), 社会(-0.82), 調査(-0.49), 流れ(-0.88), 理解(-0.31), と(-0.22), 感じ(-0.97), コミュニケーション(-0.28), 能力(-0.29), さ(-0.94), 理解(-0.31), 出来(-0.65), 今後(-0.53), と(-0.22), 思い(-0.68), 前期(-0.27)"
1923114　社会調査法,平均評価ポイント　　3.56,特になし,0,,
1923114　社会調査法,平均評価ポイント　　3.56,しっかりと出席と課題提出しましょう,-0.22157525,,"と(-0.22), 出席(-0.28), と(-0.22), 課題(-0.40), 提出(-0.39), ましょう(-0.27)"
1923114　社会調査法,平均評価ポイント　　3.56,講義中は班の人とコミュニケーションをしっかりとる。,-0.158356417,,"講義(-0.43), 中(-0.98), と(-0.22), コミュニケーション(-0.28)"
1923114　社会調査法,平均評価ポイント　　3.56,特になし,0,,
1923114　社会調査法,平均評価ポイント　　3.56,課題の提出を忘れない,-0.297936833,,"課題(-0.40), 提出(-0.39), ない(-1.00)"
1923114　社会調査法,平均評価ポイント　　3.56,頑張ってください,0,,
1923114　社会調査法,平均評価ポイント　　3.56,グループワークがやりにくくて大変です。課題が毎回出て、パソコンが苦手だと大変だと思います。テスト持ち込み不可です。,-0.112940967,,"大変(-0.37), 課題(-0.40), 出(-0.43), パソコン(-0.13), 苦手(-0.11), と(-0.22), 大変(-0.37), と(-0.22), 思い(-0.68), テスト(-0.34), 不可(-0.13)"
1923114　社会調査法,平均評価ポイント　　3.56,毎回の課題がかなり重いので早めにやったほうが良いです。,-0.035079118,良い(1.00),"課題(-0.40), かなり(-0.27), 重い(-0.93)"
1923114　社会調査法,平均評価ポイント　　3.56,課題は毎回とりくもう,-0.0987995,,課題(-0.40)
1923114　社会調査法,平均評価ポイント　　3.56,課題を早めに終わらせる。,-0.056456857,,課題(-0.40)
1923114　社会調査法,平均評価ポイント　　3.56,しっかり受ける,-0.4825635,,受ける(-0.97)
1923114　社会調査法,平均評価ポイント　　3.56,余裕をもってアンケートを答えてもらおう,-0.071148,,"余裕(-0.42), アンケート(-0.22)"
1923114　社会調査法,平均評価ポイント　　3.56,授業を聞いて理解すること、出席すること、課題をきちんと提出すること,-0.044613944,きちんと(0.98),"授業(-0.41), 理解(-0.31), 出席(-0.28), 課題(-0.40), 提出(-0.39)"
1923114　社会調査法,平均評価ポイント　　3.56,必ず授業に出席しましょう,-0.247882333,,"必ず(-0.53), 授業(-0.41), 出席(-0.28), ましょう(-0.27)"
1923203　人間存在と環境,平均評価ポイント　　3.50,人間存在と環境ということで、それぞれの環境と人間についてや考え方や先人の感じ方について知ることができたのは良かった。ありがとうございました。,-0.216711286,,"人間(-0.70), 存在(-0.66), と(-0.22), 環境(-0.61), と(-0.22), それぞれ(-0.75), 環境(-0.61), と(-0.22), 人間(-0.70), つい(-0.55), や(-0.28), や(-0.28), 先人(-0.44), 感じ(-0.97), 方(-0.94), つい(-0.55), 知る(-0.42)"
1923203　人間存在と環境,平均評価ポイント　　3.50,今までありがとうございました,0,,
1923203　人間存在と環境,平均評価ポイント　　3.50,授業に熱心に取り組むこと。,-0.113899857,,"授業(-0.41), 熱心(-0.39)"
1923203　人間存在と環境,平均評価ポイント　　3.50,頑張って,0,,
1923203　人間存在と環境,平均評価ポイント　　3.50,学生のｱﾝｹｰﾄ結果をもとに、来年度の授業改善に活かしていきます。,-0.055289222,改善(0.95),"学生(-0.64), 結果(-0.91), 授業(-0.41)"
1913207　会計学,平均評価ポイント　　3.25,特にありません。,0,,
1913207　会計学,平均評価ポイント　　3.25,計算の仕方が難しかった。,-0.258602,,"計算(-0.86), 仕方(-0.95)"
1913207　会計学,平均評価ポイント　　3.25,難しかった,0,,
1913207　会計学,平均評価ポイント　　3.25,難しすぎる,0,,
1913207　会計学,平均評価ポイント　　3.25,ずっと先生が喋っていて聴いていると疲れる。また、グループワークも授業内容がわからないから何の意味も感じなかった。来年度からは映像をメインにやってください。,-0.1535535,,"ずっと(-0.50), 先生(-0.24), と(-0.22), 疲れる(-0.94), 授業(-0.41), 内容(-0.85), ない(-1.00), 意味(-0.85), 感じ(-0.97), 映像(-0.47)"
1913207　会計学,平均評価ポイント　　3.25,どうやったら利益を出せるのかなどを考えることが結構難しかった,-0.127222438,結構(0.61),"どう(-0.94), 利益(-0.82), 考える(-0.88)"
1913207　会計学,平均評価ポイント　　3.25,教えて下さりありがとうございました。,-0.03378775,,教え(-0.27)
1913207　会計学,平均評価ポイント　　3.25,後期ありがとうございました,-0.052749,,後期(-0.26)
1913207　会計学,平均評価ポイント　　3.25,資料の配布が非常に遅いためもっとスピーディーにして頂けると学生は助かると思います。,-0.107053955,"頂ける(0.37), 助かる(0.97)","資料(-0.38), 配布(-0.33), 遅い(-1.00), もっと(-0.24), と(-0.22), 学生(-0.64), と(-0.22), 思い(-0.68)"
1913207　会計学,平均評価ポイント　　3.25,課題が同じ時期にたくさんでるときついです。,-0.212124455,,"課題(-0.40), 時期(-0.73), と(-0.22), きつい(-0.99)"
1913207　会計学,平均評価ポイント　　3.25,身近な企業の経営方針、戦略について知れる良い機会になりました。,0.011896222,"知れる(0.11), 良い(1.00), 機会(0.92)","企業(-0.59), 戦略(-0.68), つい(-0.55)"
1913207　会計学,平均評価ポイント　　3.25,簿記の延長線と言った内容であると理解して取り組んだ。,-0.133499313,,"簿記(-0.55), と(-0.22), 内容(-0.85), と(-0.22), 理解(-0.31)"
1913207　会計学,平均評価ポイント　　3.25,土曜日補講が他授業より圧倒的に多かった印象です。,-0.070237,,"補講(-0.14), 授業(-0.41), 印象(-0.37)"
1913207　会計学,平均評価ポイント　　3.25,簿記を履修していたので分かりやすかったです。,-0.081025929,,"簿記(-0.55), 履修(-0.59)"
1913207　会計学,平均評価ポイント　　3.25,会計学のことをエピソードやスライドで分かりやすく説明していたので良かったです。また、会計学のことを学んで社会で使える知識が多かったので良かったです。,-0.068934929,,"エピソード(-0.38), や(-0.28), スライド(-0.51), 説明(-0.78), 社会(-0.82), 知識(-0.12)"
1913207　会計学,平均評価ポイント　　3.25,実践的で楽しかった,0,,
1913207　会計学,平均評価ポイント　　3.25,内容が半端な気持ちで受けると難しいので、真面目に取り組まないとテストとか課題が大変なことになります…。,-0.1738025,真面目(0.96),"内容(-0.85), 半端(-0.96), 受ける(-0.97), と(-0.22), 難しい(-1.00), ない(-1.00), と(-0.22), テスト(-0.34), と(-0.22), 課題(-0.40), 大変(-0.37)"
1913207　会計学,平均評価ポイント　　3.25,テストを頑張って。,-0.0676336,,テスト(-0.34)
1913207　会計学,平均評価ポイント　　3.25,頑張ってください。,0,,
1913207　会計学,平均評価ポイント　　3.25,気を抜くな,-0.45048425,,"気(-0.98), 抜く(-0.82)"
1913207　会計学,平均評価ポイント　　3.25,受ける人は勉強は必ず必要です。,-0.297442778,,"受ける(-0.97), 勉強(-0.26), 必ず(-0.53), 必要(-0.92)"
1913207　会計学,平均評価ポイント　　3.25,この科目はある程度勉強しないと授業についていけない,-0.320849867,,"科目(-0.48), 程度(-0.91), 勉強(-0.26), ない(-1.00), と(-0.22), 授業(-0.41), つい(-0.55), ない(-1.00)"
1913207　会計学,平均評価ポイント　　3.25,自主的な勉強をしなければ理解するのに苦労します。,-0.092572467,,"勉強(-0.26), 理解(-0.31), 苦労(-0.82)"
1913207　会計学,平均評価ポイント　　3.25,授業頑張ってください,-0.10145175,,授業(-0.41)
1913207　会計学,平均評価ポイント　　3.25,履修する場合は授業中より購入する教科書などを活用した授業外での自主的な学習を行わなければ学習内容の定着は難しいので、そういった時間を大切にしましょう。,-0.208212022,,"履修(-0.59), 場合(-0.91), 授業(-0.41), 中(-0.98), 購入(-0.24), 教科書(-0.32), 活用(-0.17), 授業(-0.41), 外(-0.99), 学習(-0.45), 学習(-0.45), 内容(-0.85), 定着(-0.39), 難しい(-1.00), 時間(-0.95), ましょう(-0.27)"
1913207　会計学,平均評価ポイント　　3.25,急にたくさん課題がでます,-0.194793286,,"急(-0.97), 課題(-0.40)"
1913207　会計学,平均評価ポイント　　3.25,メモを取りましょう。,-0.1459596,,"メモ(-0.46), ましょう(-0.27)"
1913207　会計学,平均評価ポイント　　3.25,テスト勉強をする。,-0.1195364,,"テスト(-0.34), 勉強(-0.26)"
1913207　会計学,平均評価ポイント　　3.25,自分でノートまとめて理解しやすいようにすること。内容難しい,-0.165923933,,"ノート(-0.33), 理解(-0.31), 内容(-0.85), 難しい(-1.00)"
1913207　会計学,平均評価ポイント　　3.25,毎回の先生の話をしっかり聞き、メモをすると良いと思います。,-0.100393944,良い(1.00),"先生(-0.24), 話(-1.00), メモ(-0.46), と(-0.22), と(-0.22), 思い(-0.68)"
1913207　会計学,平均評価ポイント　　3.25,なかなか難しいと思います,-0.378841,,"難しい(-1.00), と(-0.22), 思い(-0.68)"
1913207　会計学,平均評価ポイント　　3.25,課題を提出してテストに出るところはメモしましょう,-0.142737692,,"課題(-0.40), 提出(-0.39), テスト(-0.34), メモ(-0.46), ましょう(-0.27)"
1913207　会計学,平均評価ポイント　　3.25,楽しく学ぶこと,-0.182311,,学ぶ(-0.55)
1913205　政治学Ⅰ,平均評価ポイント　　3.52,もう少し分かりやすく解説してほしいです。,-0.2054682,,"もう(-0.68), 少し(-0.97), 解説(-0.41)"
1913205　政治学Ⅰ,平均評価ポイント　　3.52,今回はありがとうございました。今の日本の現状などにそって授業してくれたお陰でとても政治のことに興味を持って授業に取り組むことが出来ました。また機会がありましたらよろしくお願いします。,-0.060534792,機会(0.92),"今回(-0.17), 今(-0.85), 現状(-0.16), 授業(-0.41), とても(-0.17), 政治(-0.85), 興味(-0.47), 授業(-0.41), 出来(-0.65)"
1913205　政治学Ⅰ,平均評価ポイント　　3.52,プリントが毎回配布されて良かった,-0.186571556,,"プリント(-0.42), 配布(-0.33), さ(-0.94)"
1913205　政治学Ⅰ,平均評価ポイント　　3.52,政治についてまったく知らない状況で、しっかりと授業に挑めた,-0.188447875,,"政治(-0.85), つい(-0.55), ない(-1.00), と(-0.22), 授業(-0.41)"
1913205　政治学Ⅰ,平均評価ポイント　　3.52,しっかりと話を聞いておく,-0.173243,,"と(-0.22), 話(-1.00)"
1913205　政治学Ⅰ,平均評価ポイント　　3.52,特になし,0,,
1913205　政治学Ⅰ,平均評価ポイント　　3.52,とても勉強になった,-0.0857162,,"とても(-0.17), 勉強(-0.26)"
1913205　政治学Ⅰ,平均評価ポイント　　3.52,初回から思いましたが、話がとても面白く聞き入ってしまいます。また、授業内容は難しく、理解するのに時間はかかりましたが、頑張ります。,-0.117797297,,"思い(-0.68), 話(-1.00), とても(-0.17), 授業(-0.41), 内容(-0.85), 理解(-0.31), 時間(-0.95)"
1913205　政治学Ⅰ,平均評価ポイント　　3.52,難しい授業です。,-0.35139025,,"難しい(-1.00), 授業(-0.41)"
1913205　政治学Ⅰ,平均評価ポイント　　3.52,基本的に授業は先生が喋り聞くんですがきちんと話を聞きプリントを書くようにしてください。それときちんと出席するようにしてください。頑張ってください。,-0.033655051,"きちんと(0.98), きちんと(0.98)","授業(-0.41), 先生(-0.24), 聞く(-0.71), 話(-1.00), プリント(-0.42), と(-0.22), 出席(-0.28)"
1913205　政治学Ⅰ,平均評価ポイント　　3.52,提出物を必ず出す,-0.13202375,,必ず(-0.53)
1913205　政治学Ⅰ,平均評価ポイント　　3.52,コツコツ頑張れ,0,,
